Drug,ChEMBL_ID,MW,PSA,HBD,HBA,LogP,SMILES,Fu_median,N_fu,Fu_values,Fu_flag,PPB_value,Fu_from_PPB,N_ppb,Fu_source,Fu_final,pKa_exp,N_pka,pKa_values,LogD74_exp,N_logd,LogD_values,pKa_acid_pred,pKa_base_pred,LogD74_pred,Type,LogP_opera,LogP_chembl,LogP_diff,pKa_diff,LogD74_diff,MW_rdkit,PSA_rdkit,HBD_rdkit,HBA_rdkit,LogP_rdkit,MW_chembl,PSA_chembl,MW_diff_rdkit,PSA_diff_rdkit,HBD_diff_rdkit,HBA_diff_rdkit,LogP_diff_rdkit,LogD74_calc_exp,pKa_opera_relevant,LogD74_calc_opera,pKa_pkasolver,N_pka_pkasolver,Type_pkasolver
NIMODIPINE,CHEMBL1428,418.45,117.00,1,8,2.97,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,0.012,2,"0.016, 0.008",NA,NA,NA,NA,ChEMBL_Fu,0.012,NA,0,NA,NA,0,NA,NA,6.08,3.03,BASE,3.05,2.97,0.07999999999999963,NA,NA,418.44600000000014,117,1,8,2.9708000000000014,418.45,117,0.003999999999848569,0,0,0,8.000000000012442e-4,NA,6.08,2.9496954904661097,4.812,1,BASE
NITRENDIPINE,CHEMBL475534,360.37,107.77,1,7,2.57,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,0.02,1,0.02,NA,NA,NA,NA,ChEMBL_Fu,0.02,NA,0,NA,0.97,1,0.97,NA,5.37,2.88,BASE,2.88,2.57,0.31000000000000005,NA,1.91,360.36600000000004,107.77000000000001,1,7,2.5657000000000005,360.37,107.77,0.003999999999962256,1.4210854715202004e-14,0,0,0.004299999999999304,NA,5.37,2.5659657239518108,4.775,1,BASE
OLANZAPINE,CHEMBL715,312.44,30.87,1,5,3.44,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,NA,0,NA,NA,89.27,0.10730000000000006,1,ChEMBL_PPB,0.10730000000000006,7.9,4,"8, 4.66, 8.5, 7.8",1.9,1,1.9,8.25,NA,2.94,ACID,3,3.44,0.43999999999999995,0.34999999999999964,1.04,312.4420000000001,30.870000000000005,1,5,3.4392200000000033,312.44,30.87,0.0020000000001232365,3.552713678800501e-15,0,0,7.799999999966722e-4,3.3206689519339054,8.25,3.3826177807263704,"5.07, 7.944, 8.718, 10.061",4,"BASE, BASE, BASE, ACID"
OXAZEPAM,CHEMBL568,286.72,61.69,2,3,2.45,O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,0.0495,4,"0.04, 0.04, 0.105, 0.059",NA,NA,NA,NA,ChEMBL_Fu,0.0495,0.165,2,"0.06, 0.27",NA,0,NA,8.93,NA,2.23,ACID,2.24,2.45,0.20999999999999996,8.765,NA,286.718,61.69,2,3,2.4479,286.72,61.69,0.0020000000000095497,0,0,0,0.0020999999999999908,-4.785000025280421,8.93,2.4373685479543092,"6.46, 10.188, 11.119",3,"BASE, ACID, ACID"
PACLITAXEL,CHEMBL428647,853.92,221.29,4,14,3.74,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O,0.07,3,"0.03, 0.07, 0.12",NA,NA,NA,NA,ChEMBL_Fu,0.07,NA,0,NA,3.6,1,3.6,6.16,NA,0.75,ACID,2.01,3.74,1.7300000000000004,NA,2.85,853.918,221.28999999999996,4,14,3.7357000000000036,853.92,221.29,0.0019999999999527063,2.842170943040401e-14,0,0,0.00429999999999664,NA,6.16,2.4757015569662757,"4.522, 7.772, 7.933, 8.39, 8.506",5,"BASE, ACID, ACID, ACID, ACID"
PRAZIQUANTEL,CHEMBL976,312.41,40.62,0,2,2.53,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,NA,0,NA,NA,39.595,0.60405,2,ChEMBL_PPB,0.60405,NA,0,NA,3,2,"3, 3",NA,4.7,1.74,BASE,1.74,2.53,0.7899999999999998,NA,1.26,312.41300000000007,40.620000000000005,0,2,2.5349000000000004,312.41,40.62,0.0030000000000427463,7.105427357601002e-15,0,0,0.0049000000000005706,NA,4.7,2.529134331917206,5.664,1,BASE
PREDNISONE,CHEMBL635,358.43,91.67,2,5,1.77,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,0.25,3,"0.25, 0.25, 0.27",NA,NA,NA,NA,ChEMBL_Fu,0.25,NA,0,NA,1.46,1,1.46,8.77,NA,1.45,ACID,1.47,1.77,0.30000000000000004,NA,0.010000000000000009,358.43400000000014,91.67,2,5,1.7658,358.43,91.67,0.004000000000132786,0,0,0,0.0041999999999999815,NA,8.77,1.751858140254654,"6.416, 7.523",2,"ACID, ACID"
PRIMIDONE,CHEMBL856,218.26,58.20,2,2,0.54,CCC1(c2ccccc2)C(=O)NCNC1=O,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,8.36,NA,0.86,ACID,0.91,0.54,0.37,NA,NA,218.25599999999994,58.2,2,2,0.5378999999999999,218.26,58.2,0.004000000000047521,0,0,0,0.002100000000000102,NA,8.36,0.49481483586850356,"5.693, 8.744, 9.262",3,"BASE, ACID, ACID"
RITONAVIR,CHEMBL163,720.96,145.78,4,9,5.91,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,0.021,1,0.021,NA,NA,NA,NA,ChEMBL_Fu,0.021,NA,0,NA,NA,0,NA,6.22,NA,2.26,ACID,3.47,5.91,2.44,NA,NA,720.9620000000001,145.77999999999997,4,9,5.905200000000005,720.96,145.78,0.002000000000066393,2.842170943040401e-14,0,0,0.0047999999999950305,NA,6.22,4.702214544760839,"4.444, 5.106, 5.247, 5.423, 5.478, 7.564, 8.188, 8.522, 8.647",9,"BASE, BASE, BASE, BASE, BASE, ACID, ACID, ACID, ACID"
RIVAROXABAN,CHEMBL198362,435.89,88.18,1,6,2.52,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,3.94,2.08,BASE,2.08,2.52,0.43999999999999995,NA,NA,435.8890000000001,88.18,1,6,2.5199000000000007,435.89,88.18,9.999999998626663e-4,0,0,0,9.999999999932285e-5,NA,3.94,2.5198494401999834,"2.892, 3.792, 5.178, 8.717",4,"BASE, BASE, BASE, ACID"
ROFECOXIB,CHEMBL122,314.36,60.44,0,4,2.56,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,NA,0,NA,NA,93.1,0.06900000000000006,1,ChEMBL_PPB,0.06900000000000006,NA,0,NA,NA,0,NA,NA,NA,3.17,NEUTRAL,3.17,2.56,0.6099999999999999,NA,NA,314.3620000000001,60.44,0,4,2.5577000000000005,314.36,60.44,0.002000000000066393,0,0,0,0.0022999999999995246,2.56,NA,2.56,NA,0,
SPIRONOLACTONE,CHEMBL1393,416.58,60.44,0,5,4.85,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,NA,0,NA,NA,49,0.51,1,ChEMBL_PPB,0.51,NA,0,NA,NA,0,NA,NA,NA,2.78,NEUTRAL,2.78,4.85,2.07,NA,NA,416.58300000000025,60.44,0,5,4.852300000000005,416.58,60.44,0.00300000000027012,0,0,0,0.002300000000005298,4.85,NA,4.85,NA,0,
TACROLIMUS,CHEMBL3989887,822.05,178.36,3,12,4.64,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC.O,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,6.19,2.4,BASE,2.43,4.64,2.2099999999999995,NA,NA,822.046,209.85999999999996,3,12,3.8143000000000042,822.05,178.36,0.0039999999999054126,31.499999999999943,0,0,0.8256999999999954,NA,6.19,4.614014749640238,"6.322, 7.365, 7.571, 8.369",4,"BASE, ACID, ACID, ACID"
ZALEPLON,CHEMBL1521,305.34,74.29,0,5,2.64,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,0.4,3,"0.4, 0.49, 0.4",NA,NA,NA,NA,ChEMBL_Fu,0.4,NA,0,NA,NA,0,NA,NA,1.25,1.23,BASE,1.23,2.64,1.4100000000000001,NA,NA,305.341,74.28999999999999,0,4,2.6407800000000003,305.34,74.29,0.0010000000000331966,1.4210854715202004e-14,0,1,7.80000000000225e-4,NA,1.25,2.6399996925431615,"2.647, 2.711, 3.784",3,"BASE, BASE, BASE"
AZTREONAM,CHEMBL158,435.44,201.58,4,10,-1.17,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.62,5,"0.72, 0.71, 0.4, 0.62, 0.62",NA,NA,NA,NA,ChEMBL_Fu,0.62,2.75,1,2.75,NA,0,NA,6.04,NA,-0.87,ACID,0.51,-1.17,1.68,3.29,NA,435.44000000000017,201.57999999999998,4,10,-1.1724999999999979,435.44,201.58,1.7053025658242404e-13,2.842170943040401e-14,0,0,0.0024999999999979483,-5.82000972253354,6.04,-2.5485555362732533,"2.471, 2.666, 2.782, 3.001, 3.038, 3.996",6,"BASE, ACID, BASE, BASE, ACID, ACID"
PENICILLIN G,CHEMBL29,334.40,86.71,2,4,0.86,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,0.4,1,0.4,NA,NA,NA,NA,ChEMBL_Fu,0.4,2.72,3,"2.6, 2.8, 2.72",NA,0,NA,5.78,NA,0.2,ACID,1.83,0.86,0.9700000000000001,3.06,NA,334.39700000000005,86.71000000000001,2,4,0.8607999999999998,334.4,86.71,0.0029999999999290594,1.4210854715202004e-14,0,0,7.999999999998009e-4,-3.82000907360302,5.78,-0.7702950068378768,"2.989, 3.309, 3.463, 6.117",4,"ACID, BASE, BASE, ACID"
CAPTOPRIL,CHEMBL1560,217.29,57.61,2,3,0.63,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,0.73,1,0.73,NA,NA,NA,NA,ChEMBL_Fu,0.73,3.7,1,3.7,NA,0,NA,2.62,NA,-4.44,ACID,0.34,0.63,0.29,1.08,NA,217.28999999999996,57.61,2,3,0.6279000000000001,217.29,57.61,2.842170943040401e-14,0,0,0,0.0020999999999998797,-3.070086644497697,2.62,-4.150007207434555,"3.836, 6.551, 7.514, 7.663",4,"ACID, BASE, BASE, ACID"
CEFONICID,CHEMBL1601,542.58,204.91,4,12,-0.92,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,5.84,NA,-1.4,ACID,0.17,-0.92,1.09,NA,NA,542.5770000000001,204.90999999999997,4,11,-0.9172999999999991,542.58,204.91,0.0029999999999290594,2.842170943040401e-14,0,1,0.002700000000000924,NA,5.84,-2.4917997036842197,"2.523, 2.547, 2.731, 2.758, 2.996, 4.052, 5.382",7,"BASE, BASE, BASE, BASE, ACID, ACID, ACID"
CEFOTAXIME,CHEMBL1730,455.47,173.51,3,11,-0.62,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,0.6,1,0.6,NA,NA,NA,NA,ChEMBL_Fu,0.6,3.75,1,3.75,NA,0,NA,4.78,6.34,-1.56,AMPHOLYTE,0.29,-0.62,0.9099999999999999,1.0300000000000002,NA,455.47400000000016,173.51,3,11,-0.6224999999999987,455.47,173.51,0.004000000000132786,0,0,0,0.0024999999999987255,NA,NA,NA,"2.584, 2.874, 2.882, 2.96, 3.26, 3.918, 5.498",7,"BASE, BASE, BASE, BASE, ACID, ACID, ACID"
CEFOXITIN,CHEMBL996,427.46,148.26,3,8,0.10,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,0.73,1,0.73,NA,NA,NA,NA,ChEMBL_Fu,0.73,NA,0,NA,NA,0,NA,5.16,NA,-2.26,ACID,-0.02,0.1,0.12000000000000001,NA,NA,427.4600000000002,148.26000000000002,3,8,0.09859999999999991,427.46,148.26,2.2737367544323206e-13,2.842170943040401e-14,0,0,0.0014000000000000956,NA,5.16,-2.1424919409394465,"3.002, 3.214, 3.229, 3.418, 4.513, 6.136",6,"BASE, ACID, BASE, BASE, ACID, ACID"
EMTRICITABINE,CHEMBL885,247.25,90.37,2,7,-0.46,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,5.09,NA,-2.74,ACID,-0.43,-0.46,0.030000000000000027,NA,NA,247.25099999999998,90.37,2,6,-0.4550000000000003,247.25,90.37,9.999999999763531e-4,0,0,1,0.004999999999999727,NA,5.09,-2.7721218903327003,"2.863, 4.113, 8.034, 8.424",4,"BASE, BASE, ACID, ACID"
ENALAPRILAT,CHEMBL3989406,384.43,106.94,3,4,1.13,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,4.07,NA,-4.06,ACID,-0.73,1.13,1.8599999999999999,NA,NA,384.42900000000026,169.94,3,4,-0.5232999999999988,384.43,106.94,9.999999997489795e-4,63,0,0,1.6532999999999987,NA,4.07,-2.200203087299022,"3.109, 4.967, 7.474",3,"ACID, ACID, BASE"
HYDROCHLOROTHIAZIDE,CHEMBL435,297.75,118.36,3,5,-0.35,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,NA,0,NA,NA,64.995,0.35005,2,ChEMBL_PPB,0.35005,9.035,10,"10.07, 7, 9.95, 7.9, 8.53, 0, 8.68, 9.39, 9.82, 10.1",-0.2,1,-0.2,8.32,NA,-0.12,ACID,-0.07,-0.35,0.27999999999999997,0.7149999999999999,0.08000000000000002,297.74500000000006,118.35999999999999,3,5,-0.35129999999999967,297.75,118.36,0.004999999999938609,1.4210854715202004e-14,0,0,0.0012999999999996903,-0.3599494729918271,8.32,-0.3993058201752233,"4.412, 7.357, 7.705, 8.664, 9.102, 9.171",6,"BASE, BASE, BASE, ACID, ACID, ACID"
LEVOFLOXACIN,CHEMBL5315124,740.76,75.01,1,6,1.54,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23.O,0.53,2,"0.31, 0.75",NA,NA,NA,NA,ChEMBL_Fu,0.53,6.1,7,"5.1, 6, 8.6, 8.12, 6.1, 6, 8.5",-0.43,1,-0.43,1.2,NA,-6.59,ACID,-0.39,1.54,1.9300000000000002,4.8999999999999995,6.16,740.7610000000001,181.51999999999998,2,10,2.263300000000001,740.76,75.01,0.00100000000009004,106.50999999999998,1,4,0.7233000000000009,0.21876159808574425,1.2,-4.660000274021207,"5.973, 6.62, 6.805",3,"BASE, ACID, BASE"
METHOTREXATE,CHEMBL34259,454.45,210.54,5,10,0.27,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0.37,1,0.37,NA,NA,NA,NA,ChEMBL_Fu,0.37,4.7,8,"3.8, 4.7, 3.36, 5.6, 5.5, 3.1, 5.4, 4.7",-2.52,2,"-2.52, -2.52",NA,NA,NA,NEUTRAL,NA,0.27,NA,NA,NA,454.44700000000023,210.53999999999996,5,10,0.2684000000000012,454.45,210.54,0.002999999999758529,2.842170943040401e-14,0,0,0.0015999999999988246,0.27,NA,0.27,"2.805, 3.359, 3.614, 3.779, 4.321, 4.807, 5.15, 6.248, 6.476, 8.398",10,"BASE, BASE, ACID, BASE, ACID, BASE, BASE, ACID, ACID, ACID"
METHYLDOPA,CHEMBL459,211.22,103.78,4,4,0.44,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,0.85,1,0.85,NA,NA,NA,NA,ChEMBL_Fu,0.85,2.218,3,"12.66, 2.21, 2.218",NA,0,NA,4.25,7.68,-1.88,AMPHOLYTE,-1.42,0.44,1.8599999999999999,2.032,NA,211.21699999999998,103.78000000000002,4,4,0.4423000000000001,211.22,103.78,0.0030000000000143245,1.4210854715202004e-14,0,0,0.0023000000000000798,NA,NA,NA,"5.76, 7.858",2,"ACID, BASE"
TENOFOVIR,CHEMBL3989702,305.23,136.38,3,7,-0.05,C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O.O,NA,0,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,1.29,7.96,-4.07,AMPHOLYTE,-1.29,-0.05,1.24,NA,NA,305.231,167.88000000000002,3,6,-0.8759000000000003,305.23,136.38,9.999999999763531e-4,31.50000000000003,0,1,0.8259000000000003,NA,NA,NA,"3.193, 3.315, 4.575, 4.924, 8.164",5,"BASE, BASE, ACID, ACID, ACID"
TOPIRAMATE,CHEMBL220492,339.37,115.54,1,8,-0.40,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,NA,0,NA,NA,NA,NA,0,NA,NA,8.68,2,"8.66, 8.7",NA,0,NA,NA,4.97,0.26,BASE,0.26,-0.4,0.66,NA,NA,339.3660000000001,115.54,1,8,-0.3953999999999982,339.37,115.54,0.0039999999999054126,0,0,0,0.004600000000001825,-1.702214159641584,4.97,-0.4016105669357525,"7.284, 8.903",2,"BASE, ACID"
VIGABATRIN,CHEMBL89598,129.16,63.32,2,2,0.36,C=CC(N)CCC(=O)O,NA,0,NA,NA,NA,NA,0,NA,NA,9.5,1,9.5,NA,0,NA,NA,NA,NA,NEUTRAL,NA,0.36,NA,NA,NA,129.159,63.32000000000001,2,2,0.36450000000000005,129.16,63.32,0.0010000000000047748,7.105427357601002e-15,0,0,0.0045000000000000595,0.36,NA,0.36,"4.93, 9.528",2,"ACID, BASE"
ATENOLOL,CHEMBL24,266.34,84.58,3,4,0.45,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.925,2,"0.91, 0.94",NA,NA,NA,NA,ChEMBL_Fu,0.925,9.54,17,"9.6, 9.6, 9.6, 9.3, 9.54, 9.6, 9.19, 9.54, 9.58, 9.6, 9.7, 9.6, 9.43, 9.36, 9.36, 9.37, 7.4",-1.15,5,"-2, -2.14, -0.19, -0.16, -1.15",NA,8.16,-0.67,BASE,0.16,0.45,0.29000000000000004,NA,0.47999999999999987,266.34099999999995,84.57999999999998,3,4,0.45210000000000006,266.34,84.58,9.999999999763531e-4,1.4210854715202004e-14,0,0,0.0021000000000000463,-1.6931348440910632,8.16,-0.3795867359742005,"8.125, 9.506",2,"BASE, BASE"
AZITHROMYCIN,CHEMBL529,749.00,180.08,5,14,1.90,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,0.88,2,"0.88, 0.88",NA,NA,NA,NA,ChEMBL_Fu,0.88,9.094999999999999,2,"8.74, 9.45",2.11,1,2.11,NA,6.55,3.96,BASE,4.02,1.9,2.1199999999999997,NA,1.85,748.9960000000001,180.08,5,14,1.9007000000000054,749,180.08,0.0039999999999054126,0,0,0,7.00000000005474e-4,0.1963216351757311,6.55,1.8426177807263704,"8.831, 8.847, 8.862, 8.863",4,"BASE, BASE, ACID, ACID"
BACLOFEN,CHEMBL701,213.66,63.32,2,2,1.86,NCC(CC(=O)O)c1ccc(Cl)cc1,NA,0,NA,NA,NA,NA,0,NA,NA,6.699999999999999,2,"3.7, 9.7",NA,0,NA,4.12,NA,-4.23,ACID,-0.95,1.86,2.81,2.579999999999999,NA,213.664,63.32000000000001,2,2,1.857,213.66,63.32,0.003999999999990678,7.105427357601002e-15,0,0,0.0030000000000001137,1.0809902503474327,4.12,-1.4202278611976487,"4.558, 9.108",2,"ACID, BASE"
CHLOROQUINE,CHEMBL76,319.88,28.16,1,3,4.81,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,0.43,1,0.43,NA,NA,NA,NA,ChEMBL_Fu,0.43,9.9,11,"10.2, 9.9, 10.27, 9.94, 9.94, 8.41, 8.1, 10.8, 8.4, 8.38, 8.5",0.89,9,"0.85, 0.06, 0.85, 0.9, 0.9, 2, 0.89, 0.92, 0.85",NA,11.34,0.69,BASE,4.63,4.81,0.17999999999999972,NA,0.20000000000000007,319.88000000000005,28.16,1,3,4.810600000000004,319.88,28.16,5.684341886080802e-14,0,0,0,6.000000000048189e-4,2.3086288071673162,11.34,0.86995013918412,"5.541, 6.102, 8.973",3,"BASE, BASE, BASE"
CIMETIDINE,CHEMBL30,252.35,88.89,3,4,0.60,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,0.81,3,"0.81, 0.81, 0.78",NA,NA,NA,NA,ChEMBL_Fu,0.81,6.885,12,"6.97, 6.97, 6.4, 14, 6.8, 6.8, 7.02, 6.8, 6.97, 6.76, 6.8, 7",0.315,4,"0.35, 0.29, 0.34, -0.4",NA,9.2,-1.41,BASE,0.4,0.6,0.19999999999999996,NA,1.7249999999999999,252.347,88.88999999999999,3,4,0.5974,252.35,88.89,0.002999999999985903,1.4210854715202004e-14,0,0,0.0025999999999999357,0.4842257481381421,9.2,-1.2068291283124521,"4.853, 5.96, 7.969",3,"BASE, BASE, ACID"
DISOPYRAMIDE,CHEMBL517,339.48,59.22,1,3,3.36,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,0.16,1,0.16,NA,NA,NA,NA,ChEMBL_Fu,0.16,10.32,3,"10.4, 10.1, 10.32",-0.66,1,-0.66,NA,8.93,1.04,BASE,2.58,3.36,0.7799999999999998,NA,1.7000000000000002,339.4830000000001,59.22,1,3,3.361900000000002,339.48,59.22,0.0030000000000995897,0,0,0,0.0019000000000022332,0.4394781768121696,8.93,1.8173685479543098,"4.565, 8.185, 9.468",3,"BASE, BASE, BASE"
FAMOTIDINE,CHEMBL902,337.46,175.83,4,6,-0.77,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1,0.84,1,0.84,NA,NA,NA,NA,ChEMBL_Fu,0.84,7.1,3,"7.1, 7.1, 0.02",NA,0,NA,NA,5.71,-0.65,BASE,-0.64,-0.77,0.13,NA,NA,337.456,175.82999999999998,4,6,-0.7679999999999998,337.46,175.83,0.003999999999962256,2.842170943040401e-14,0,0,0.002000000000000224,-0.9464348624364851,5.71,-0.7787778467757787,"5.1, 7.82, 8.897",3,"BASE, BASE, BASE"
FLECAINIDE,CHEMBL652,414.35,59.59,2,4,3.44,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,0.39,3,"0.39, 0.39, 0.52",NA,NA,NA,NA,ChEMBL_Fu,0.39,9.3,5,"9.3, 9.3, 9.3, 9.3, 9.28",0.97,1,0.97,7.87,8.52,2.92,AMPHOLYTE,3.78,3.44,0.33999999999999986,1.4300000000000006,1.95,414.34600000000006,59.59,2,4,3.4407000000000014,414.35,59.59,0.003999999999962256,0,0,0,7.000000000014772e-4,NA,NA,NA,"4.612, 9.107, 9.182",3,"BASE, BASE, ACID"
FLUCONAZOLE,CHEMBL106,306.28,81.65,1,7,0.74,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.89,5,"0.89, 0.89, 0.89, 0.89, 0.9",NA,NA,NA,NA,ChEMBL_Fu,0.89,NA,0,NA,0.425,6,"0.5, 0.41, 0.44, 0.4, 0.4, 0.5",NA,2.12,0.5,BASE,0.5,0.74,0.24,NA,0.07500000000000001,306.276,81.64999999999999,1,5,0.7357999999999993,306.28,81.65,0.003999999999962256,1.4210854715202004e-14,0,2,0.004200000000000648,NA,2.12,0.7399977207961402,"3.229, 3.296, 3.493, 3.605, 8.877",5,"BASE, BASE, BASE, BASE, ACID"
METFORMIN,CHEMBL1431,129.17,88.99,4,2,-1.03,CN(C)C(=N)NC(=N)N,1,1,1,FLAG: contains 0 or 1,NA,NA,NA,ChEMBL_Fu,1,11.25,4,"11.5, 11, 12.4, 2.8",-3.37,2,"-3.37, -3.37",NA,13.28,-5.5,BASE,0.38,-1.03,1.4100000000000001,NA,2.13,129.167,88.99000000000001,4,2,-1.034159999999999,129.17,88.99,0.002999999999985903,1.4210854715202004e-14,0,0,0.004159999999999053,-4.880061341393862,13.28,-6.910000572511249,11.789,1,BASE
METOCLOPRAMIDE,CHEMBL86,299.80,67.59,2,4,2.00,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,0.6,4,"0.6, 0.6, 0.6, 0.295",NA,NA,NA,NA,ChEMBL_Fu,0.6,9.455,8,"9.33, 9.51, 9.3, 9.59, 9.59, 9.51, 9.4, 9.33",0.64,3,"0.64, 3.31, 0",NA,11.21,-1.19,BASE,2.62,2,0.6200000000000001,NA,1.83,299.8020000000001,67.59,2,4,2.0023999999999997,299.8,67.59,0.002000000000066393,0,0,0,0.0023999999999997357,-0.05880958900308553,11.21,-1.810067259042646,"3.781, 5.627, 8.871, 8.917, 9.252",5,"BASE, BASE, BASE, ACID, ACID"
NADOLOL,CHEMBL521606,309.41,81.95,4,5,0.63,CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,0.42,2,"0.7, 0.14",NA,NA,NA,NA,ChEMBL_Fu,0.42,9.67,8,"9.67, 9.7, 9.67, 2.37, 9.69, 9.67, 9.9, 9.3",-0.25999999999999995,2,"0.68, -1.2",9.8,9.8,-1.59,AMPHOLYTE,0.81,0.63,0.18000000000000005,0.13000000000000078,1.33,309.406,81.95,4,5,0.6347999999999998,309.41,81.95,0.004000000000019099,0,0,0,0.004799999999999804,NA,NA,NA,9.578,1,BASE
OFLOXACIN,CHEMBL4,361.37,75.01,1,6,1.54,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,0.75,1,0.75,NA,NA,NA,NA,ChEMBL_Fu,0.75,8.31,1,8.31,NA,0,NA,1.2,NA,-6.59,ACID,-0.39,1.54,1.9300000000000002,7.11,NA,361.37300000000005,75.00999999999999,1,5,1.5439999999999998,361.37,75.01,0.0030000000000427463,1.4210854715202004e-14,0,1,0.0039999999999997815,1.489609849768469,1.2,-4.660000274021207,"5.196, 6.519, 6.763",3,"BASE, ACID, BASE"
